,project_id,winning_date,winning_notice_url,order_id,winning_order_cnt,project_winning_amt,supplier_name,supplier_addr,order_name,winning_amt,cadidate_name,buyer_name,buyer_addr,buyer_contact,buyer_phone,agency_name,agency_addr,agency_contact,agency_phone
80,浚财招标采购-2022-25,2022年08月09日,http://hngp.gov.cn/henan/content?infoId=1214113&channelCode=H670202,1,1,,河南一早教学设备有限公司,郑州市中原区陇海路桐柏路升龙金中环4号楼30层3008-3009室,浚县第三高级中学综合楼维修改造项目（设备采购）,789000,,浚县第三高级中学,浚县城西三公里路北,郭林堂,13939249408,华新项目管理集团有限公司,浚县黄河路与建设路交叉口北200米路东口子窖超市3楼,李星,18803920548
81,郑财招标采购-2022-150,2022年08月10日,http://hngp.gov.cn/henan/content?infoId=1214299&channelCode=H610102,1,1,,郑州索特信息技术有限公司,郑州市金水区花园路39号3号楼1单元21层2107号,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年智慧校园应用平台项目采购,1625000,,郑州市第五十六高级中学（郑州市郑开示范高级中学）,郑州市中牟县沐春路以北，筑梦街以东，沐雨路以南,潘志敏,0371-67984259,河南省中安民诚工程咨询有限公司,郑州市陇海西路55号院郑州市劳动大厦院内二楼,王新,0371-67177749-8012电子信箱：mczxdlyb@163.com
82,郑财招标采购-2022-149,2022年08月08日,http://hngp.gov.cn/henan/content?infoId=1211946&channelCode=H610102,1,1,,郑州江艺厨房设备有限公司,河南省郑州市管城回族区文兴路9号2号楼二层208室,郑州市第五十六高级中学（郑州市郑开示范高级中学）2022年餐厅设备采购,1930519,,郑州市第五十六高级中学（郑州市郑开示范高级中学）,郑州市中牟县沐春路以北，筑梦街以东，沐雨路以南,潘志敏,0371-67984259,河南省中安民诚工程咨询有限公司,郑州市陇海西路55号院郑州市劳动大厦院内二楼,王新,0371-67177749-8012电子信箱：mczxdlyb@163.com
83,,,http://hngp.gov.cn/henan/content?infoId=1209686&channelCode=H740604,,0,,,,,,,,,,,,,,
84,郑财招标采购-2022-106,2022年07月26日,http://hngp.gov.cn/henan/content?infoId=1208904&channelCode=H610102,1,1,,河南盛世航空服务有限责任公司,河南省郑州市金水区东风路142号瀚海海尚C座2320,完成本项目所有设备、材料、安装、调试验收等相关内容,11952781.75,,郑州财税金融职业学院,河南省郑州市郑尉路18号,海啸,0371-66880437,方大国际工程咨询股份有限公司,郑州市郑东新区康宁街与普济路交汇处德威广场12F,李杭原、岳洋洋,0371-85967760
85,郑财招标采购-2022-138,2022年08月03日,http://hngp.gov.cn/henan/content?infoId=1208303&channelCode=H610102,1,1,,郑州鑫诺汽车服务有限公司,郑州市金水区茂花路6号院7号楼1楼商铺,新能源汽车实训基地建设,3146885,,郑州市金融学校,郑州市建设路伏牛路交叉口,张家峰,0371-56702861,河南省伟信招标管理咨询有限公司,郑州市郑东新区东风南路与创业路交叉口绿地中心北塔16楼,李金秋董辛鹏,0371-65528292
86,郑财招标采购-2022-137,2022年08月03日,http://hngp.gov.cn/henan/content?infoId=1208300&channelCode=H610102,1,1,,北京络捷斯特科技发展股份有限公司,北京市通州区永乐经济开发区恒业八街6号院4号楼2单元302,物流现代综合作业实训室建设,2840000,,郑州市金融学校,郑州市建设路伏牛路交叉口,张家峰,0371-56702861,河南省伟信招标管理咨询有限公司,郑州市郑东新区东风南路与创业路交叉口绿地中心北塔16楼,李金秋董辛鹏,0371-65528292
87,豫财招标采购-2022-597,2022年07月20日,http://hngp.gov.cn/henan/content?infoId=1205393&channelCode=H600102,1,1,,成都佳发安泰教育科技股份有限公司,成都市武侯区武侯电商产业功能区管委会武科西二路188号,河南财政金融学院智慧校园网络设备更新项目,2849550,,河南财政金融学院,郑州市郑东新区龙子湖高校园区龙子湖北路22号,袁老师,0371-61625168,河南省教育招标服务有限公司,郑州市金水区花园路116号河南省农业科学院农信楼,姚刚、翟向阳、侯雷胜,0371-56058519\56058512\56058513
88,南阳政采公开-2022-13,2022年07月27日,http://hngp.gov.cn/henan/content?infoId=1203481&channelCode=H740602,1,1,,河南新卓飞电子技术有限公司,郑州高新技术产业开发区莲花街 338 号电子电器产业园 5 号楼 8 层 806 室,南阳理工学院2021年智慧教室建设项目（二次）（具体要求详见招标文件）,2179000,,南阳理工学院,南阳市长江路80号,祁腾涛,13525120012,诚安工程管理有限公司,南阳市长江路与泰山路交叉口,王丽君,15660972893
89,豫财招标采购-2022-235,2022年07月26日,http://hngp.gov.cn/henan/content?infoId=1201542&channelCode=H600102,1,1,,河南豫教物联技术有限公司,郑州高新技术产业开发区丁香里13号院内办公楼4层,86 寸智慧纳米黑板（小教室）,3780000,,河南水利与环境职业学院,郑州市花园路136号,程老师,0371-65821082,河南省机电设备招标股份有限公司,郑州市郑东新区商务外环路23号8楼824室,李女士,0371－65928013
90,驻政采购-2022-06-28,2022年07月27日,http://hngp.gov.cn/henan/content?infoId=1200402&channelCode=H780602,1,1,,河南膨源教育咨询有限公司,河南省郑州市金水区丰产路政七街13号2号楼402室,2022026—新能源汽车实验室建设（货物）,2566000,,黄淮学院,驻马店市开源大道西段,张老师,0396-2853959,驻马店市正诚招投标服务有限公司,驻马店市置地大道与骏马路交叉口置地华庭C座五单元二楼东户,魏先生,0396-8114080
91,汴金财招标采购-2022-33,2022年07月26日,http://hngp.gov.cn/henan/content?infoId=1200858&channelCode=H620102,1,1,,郑州兰盾电子有限公司开封分公司,开封市开封市宋城路129号4号仓库2层2号,开封市魏都路小学等中小学校2022年一体化黑板采购项目,2659900,,开封市魏都路小学,开封市八大街海汇中心,孙先生,0371-22688028,河南万悦弘工程管理有限公司,郑州市郑东新区创业路与普惠路交叉口绿地之窗尚峰座九层,李女士,0371-55655180
92,焦采招标采购-2022-41,2022年07月21日,http://hngp.gov.cn/henan/content?infoId=1195937&channelCode=H690202,"1,2,3",3,,"幼乐美（北京）教育科技有限公司,南京康轩文教图书有限公司,柚之橙（郑州）教育科技技术有限公司","北京市海淀区双清路 3 号 3229 室,南京市鼓楼区中山北路 217 号龙吟广场 1503 室,河南省郑州市郑东新区博学路 277 号 1号楼 5 层 555","详见附件,儿童音乐舞蹈剧场实训室、美术与手工实训室、科学发现实训室等三个实训室,感觉统合实训室、婴幼儿托育实训室两个实训室","1190000.00,1108650.00,1244700.00",,焦作师范高等专科学校,焦作市山阳路998号,禹老师,0391-8783008,鹏新工程管理有限公司,漯河市嵩山东支路建业智慧港B座21楼,宋女士,13663910101
93,2022-06-52,2022年07月06日,http://hngp.gov.cn/henan/content?infoId=1181913&channelCode=H650202,"1,2,3,4",4,,"上海商鼎软件科技有限公司,湖南赛纳斯信息科技有限公司,北京易普行科技有限公司,湖南强智科技发展有限公司","上海市嘉川路245号2号楼606室,长沙市雨花区韶山路153号上海城 10栋901房,北京市海淀区上地三街9号D座8（7）层 D812-1,长沙高新开发区文轩路27号麓谷钰园C4栋5层505号","教学质量监测与诊改智慧管理平台建设,科研管理系统建设,人力资源管理与服务平台建设,学生工作综合管理服务平台建设","765000.00,296000.00,400000.00,720000.00",,平顶山学院,平顶山市新华区未来路南段,李老师,0375-2657628,河南省机电设备国际招标有限公司,州东明路187号金成大厦B座10楼105室,宋宇,0371-8607919213044791666
94,豫财招标采购-2022-497,2022年07月01日,http://hngp.gov.cn/henan/content?infoId=1180033&channelCode=H600102,1,1,,河南买卖多电子商务有限公司,河南省郑州市郑东新区商都路888号,河南理工大学多媒体设备更新项目,2237230,,河南理工大学,焦作市世纪路2001号,王国伟,0391-3987088,河南省公共资源交易中心,郑州市经二路12号,唐老师申老师,0371-65915561hnggzyzfcg1@126.com
95,豫财招标采购-2022-528,2022年07月27日,http://hngp.gov.cn/henan/content?infoId=1201731&channelCode=H600102,1,1,,河南百科通科技有限公司,郑州市金水区三全路86号21号楼2单元13层1304号,郑州信息科技职业学院物联网综合创新实训室建设项目,491000,,郑州信息科技职业学院,郑州市金水区龙子湖北路36号,赵老师,0371-58525358,河南省教育招标服务有限公司,郑州市花园路116号河南省农业科学院西南角农信楼二楼。,陈奇,0371-56058517
96,豫财招标采购-2022-374,2022年06月30日,http://hngp.gov.cn/henan/content?infoId=1177348&channelCode=H600102,1,1,,河南恒盛保安服务有限公司,郑州市二七区京广南路京航饭店配3楼,郑州航空工业管理学院保安服务项目,11347560,,郑州航空工业管理学院,郑州市郑东新区文苑西路15号,王老师,0371-61912705,河南省公共资源交易中心,郑州市经二路12号,唐老师申老师,0371-65915561hnggzyzfcg1@126.com
97,豫财招标采购-2022-362,2022年06月28日,http://hngp.gov.cn/henan/content?infoId=1173353&channelCode=H600102,1,1,,和光海天信息技术股份有限公司,郑州市金水区姚砦路133号金成时代广场9号楼609,云终端,4549262,,河南工业和信息化职业学院,河南省焦作市新区碧莲路801号,李老师,0391-8767632,方大国际工程咨询股份有限公司,郑州市郑东新区康宁街与普济路交会处德威广场12层,杨冰张亚萍,0371-86120322
98,新牧财招2022-013,,http://hngp.gov.cn/henan/content?infoId=1173824&channelCode=H680202,1,1,,新乡市共创网络技术有限公司,河南省新乡市新飞大道 1789 号高新区火炬园 HII(A-C)(201-207)-105,详见附件,517965,,新乡市第四十一中学,新乡市牧野区新飞大道东风路97号,韩述朋,15225998738,河南共城项目管理有限公司,新乡市和平路南段178号,刘星举,0373-306969618637388288
99,豫财招标采购-2022-138,2022年06月22日,http://hngp.gov.cn/henan/content?infoId=1169446&channelCode=H600102,1,1,,郑州天迈科技股份有限公司,郑州市高新区莲花街316号10号楼106-606号房、108-608号房,P1.2LED,1279108.78,,许昌学院,许昌市八一路东段,杨老师,0374-2968716,中建山河建设管理集团有限公司,郑州市经五路23号,尹女士,17737551103
100,豫财招标采购-2021-1625,2022年06月22日,http://hngp.gov.cn/henan/content?infoId=1169268&channelCode=H600102,"1,2",2,,"深圳市讯方技术股份有限公司,许昌众成科技有限公司","深圳市南山区招商街道沿山社区南海大道1069号联合大厦705,河南省许昌市七一路东段","许昌学院鲲鹏产业学院实训室项目（一期）项目包1,许昌学院鲲鹏产业学院实训室项目（一期）项目包2","1306000.00,531660.00",,许昌学院,许昌市魏都区八一路88号,杨老师,0374-2968716,河南省公共资源交易中心,郑州市经二路12号,杨老师、王老师,0371-65915565
101,豫财招标采购-2022-138,2022年06月22日,http://hngp.gov.cn/henan/content?infoId=1169446&channelCode=H600102,1,1,,郑州天迈科技股份有限公司,郑州市高新区莲花街316号10号楼106-606号房、108-608号房,P1.2LED,1279108.78,,许昌学院,许昌市八一路东段,杨老师,0374-2968716,中建山河建设管理集团有限公司,郑州市经五路23号,尹女士,17737551103
102,豫财招标采购-2022-395,2022年06月21日,http://hngp.gov.cn/henan/content?infoId=1167131&channelCode=H600102,"1,2",2,,"郑州海诺电子科技有限公司,河南钧志信息技术有限公司","郑州市金水区花园路85号7层D户,河南省郑州市金水区农业路67号院附5号2号楼2单元2层24号","包1：河南财政金融学院公共机房电脑升级改造项目龙子湖校区新建机房项目,包2：河南财政金融学院公共机房电脑升级改造项目象湖校区更新机房项目","1482520.00,1966000.00",,河南财政金融学院,郑州市郑东新区龙子湖高校园区龙子湖北路22号,刘文勇,18237128865,河南省公共资源交易中心,郑州市经二路12号,唐老师申老师,0371-65915561hnggzyzfcg1@126.com
103,豫财招标采购-2022-257,2022年06月21日,http://hngp.gov.cn/henan/content?infoId=1167010&channelCode=H600102,"1,2,3",3,,"成都众怡光电科技有限公司,徐州捷迈锻压机械有限公司,南通仁隆科研仪器有限公司","成都市武侯区群众路69号1栋1楼53号,徐州市和平路帝都大厦1#-1-2206,海安高新区（原海安镇）长江西路88-6号","颗粒高速冲击实验系统,精密成形模拟液压机,微颗粒超高温沉积系统","298500.00,645000.00,298000.00",,河南科技大学,洛阳开元大道263号,白老师,0379-60229662,河南省机电设备招标股份有限公司,郑州市商务外环路23号中科金座大厦8楼824室,李女士,0371-65928013
104,,,http://hngp.gov.cn/henan/content?infoId=1166846&channelCode=H600104,,0,,,,,,,,,,,,,,
105,豫财招标采购-2022-183,2022年06月21日,http://hngp.gov.cn/henan/content?infoId=1166417&channelCode=H600102,1,1,,北京意中意教育装备有限公司,北京市房山区阎村镇兴阎街3号,详见附件,1148000,,河南工学院,河南省新乡市平原路东段699号,张老师,0373-3691035,大成工程咨询有限公司,郑州市经三路与纬五路交叉口广汇国贸12楼1202,刘静,15738877730
106,三财公开采购-2022-44,2022年06月16日,http://hngp.gov.cn/henan/content?infoId=1161368&channelCode=H730202,"1,2",2,,"河南博越信息技术有限公司,河南仪迈科技有限公司","河南省郑州市惠济区电厂路90号6号楼8层802号,河南省郑州市惠济区南阳路185号裕华文汇6号楼2单元601号","三门峡职业技术学院建筑工程学院力学与结构协同创新研究中心建设项目A包,","2717900.00,598500.00",,三门峡职业技术学院,三门峡市崤山西路42号,曾老师,15238927023,河南友拓工程管理有限公司,三门峡市河堤北路伟业大厦905室,郭哲,18603988358
107,豫财招标采购-2022-296,2022年06月13日,http://hngp.gov.cn/henan/content?infoId=1159087&channelCode=H600102,1,1,,精华教育科技股份有限公司,郑州市金水区文化路82号硅谷广场2号楼8层805号,河南交通职业技术学院基于师生服务理念的智慧校园建设-智慧校园服务平台建设项目,3499618,,河南交通职业技术学院,河南省郑州市郑东新区白沙职教园区通惠路259号,李老师,0371-60868089,河南宏业建设管理股份有限公司,郑州市郑东新区寿丰街50号28层,汪国建,0371-56505020
108,豫财招标采购-2022-307,2022年06月14日,http://hngp.gov.cn/henan/content?infoId=1158618&channelCode=H600102,1,1,,河南威戈尔教育科技有限公司,郑州市金水区北环路116号中方园西苑49号楼1单元4层107号,郑州信息科技职业学院学前教育多元教学专业实训室项目,1592800,,郑州信息科技职业学院,河南省郑州市郑东新区龙子湖高校园区文苑北路,李凌云,0371-58525918,大成工程咨询有限公司,郑州市金水区经三路15号广汇国贸大厦A1202室,田兴,0371-65585906
109,豫财招标采购-2022-296,2022年06月13日,http://hngp.gov.cn/henan/content?infoId=1159087&channelCode=H600102,1,1,,精华教育科技股份有限公司,郑州市金水区文化路82号硅谷广场2号楼8层805号,河南交通职业技术学院基于师生服务理念的智慧校园建设-智慧校园服务平台建设项目,3499618,,河南交通职业技术学院,河南省郑州市郑东新区白沙职教园区通惠路259号,李老师,0371-60868089,河南宏业建设管理股份有限公司,郑州市郑东新区寿丰街50号28层,汪国建,0371-56505020
110,2022-06-52,2022年07月06日,http://hngp.gov.cn/henan/content?infoId=1181913&channelCode=H650202,"1,2,3,4",4,,"上海商鼎软件科技有限公司,湖南赛纳斯信息科技有限公司,北京易普行科技有限公司,湖南强智科技发展有限公司","上海市嘉川路245号2号楼606室,长沙市雨花区韶山路153号上海城 10栋901房,北京市海淀区上地三街9号D座8（7）层 D812-1,长沙高新开发区文轩路27号麓谷钰园C4栋5层505号","教学质量监测与诊改智慧管理平台建设,科研管理系统建设,人力资源管理与服务平台建设,学生工作综合管理服务平台建设","765000.00,296000.00,400000.00,720000.00",,平顶山学院,平顶山市新华区未来路南段,李老师,0375-2657628,河南省机电设备国际招标有限公司,州东明路187号金成大厦B座10楼105室,宋宇,0371-8607919213044791666
111,豫财招标采购-2022-323,2022年06月02日,http://hngp.gov.cn/henan/content?infoId=1151974&channelCode=H600102,1,1,,北京天地和兴科技有限公司,北京市海淀区东北旺西路8号中关村软件园8号楼三层316室,详见采购文件,1358800,,河南交通职业技术学院,郑州市郑东新区白沙园区通惠路259号（原文明路1号）,李老师,0371-60868460,河南省通力建设工程咨询有限公司,郑州市经开区航海东路与第八大街交叉口富田财富广场1号楼22层2202室,王继辉,0371-6338308018738146897
112,豫财招标采购-2022-323,2022年06月02日,http://hngp.gov.cn/henan/content?infoId=1151974&channelCode=H600102,1,1,,北京天地和兴科技有限公司,北京市海淀区东北旺西路8号中关村软件园8号楼三层316室,详见采购文件,1358800,,河南交通职业技术学院,郑州市郑东新区白沙园区通惠路259号（原文明路1号）,李老师,0371-60868460,河南省通力建设工程咨询有限公司,郑州市经开区航海东路与第八大街交叉口富田财富广场1号楼22层2202室,王继辉,0371-6338308018738146897
113,,,http://hngp.gov.cn/henan/content?infoId=1145678&channelCode=H670201,,0,,,,,,,,,,,,,,
114,2022-04-48,2022年05月20日,http://hngp.gov.cn/henan/content?infoId=1136325&channelCode=H770602,1,1,,郑州田尔物联网科技有限公司,河南自贸试验区郑州片区（经开）航海东路1212号A单元6层612号,项城市中等专业学校智慧校园工程项目,1860000,,项城市中等专业学校,项城市清华路,张立,13849441976,周口市公共资源交易中心(周口市政府采购中心),周口市光明路与政通路交叉口市行政中心西侧南楼,曹晨阳,0394-8106517
115,鹤财招标采购-2022-9,2022年04月26日,http://hngp.gov.cn/henan/content?infoId=1119085&channelCode=H670202,1,1,,河南三合伟业科技有限公司,郑州市金水区郑花路20号院20号楼2单元11号,鹤壁职业技术学院工业机器人系统集成实训室建设项目,3376000,,鹤壁职业技术学院,鹤壁市淇滨区朝歌路5号,赵老师,0392-3300261,中旭腾飞工程管理有限公司,鹤壁市淇滨区方圆巷33号,吕女士,0392-3887788
116,南阳政采公开-2022-19,2022年08月31日,http://hngp.gov.cn/henan/content?infoId=1236487&channelCode=H740602,1,1,,河南恩西机床有限公司,郑州市金水区农业路60号附2号,工业机器人,1095800,,河南省南阳工业学校,南阳市宛城区枣林街759号,胡建伟,13703459480,南阳市政府采购中心,南阳市范蠡东路与南都路交叉口市民服务中心中区3号楼5楼,程文博,0377-61176178
117,2022-03-91,2022年04月21日,http://hngp.gov.cn/henan/content?infoId=1113748&channelCode=H730202,"1,2,3",3,,"河南德意优信息技术有限公司,河南汉仁恒教软件技术有限公司,河南翰思信息科技有限公司","河南省郑州市中原区中原西路131号47号楼6层605号,郑州市二七区长江中路128号院16号楼1单元7号,郑州市金水区索凌路1号六合之家8号楼2单元1308号","2021年全民技能振兴项目,2021年全民技能振兴项目,2021年全民技能振兴项目","1478500.00,2740000.00,745000.00",,灵宝市高级技工学校,河南省灵宝市鼎塬路,李主任,0398-8836001,国豫工程管理有限公司,河南省新乡市市辖区新飞大道98号8层811,建先生,15039882222
118,荥财公开-2022-3,2022年04月13日,http://hngp.gov.cn/henan/content?infoId=1106822&channelCode=D340202,"1,2,3,4",4,,"郑州正强电子科技有限公司,河南省风速科技有限公司,河南金允诺电子科技有限公司,河南新工匠智能系统有限公司","郑州市金水区汇宝花园4号楼5单元2楼东户,郑州高新技术产业开发区玉兰街79号8幢2单元28层328号,郑州市金水区东风路28号院21号楼16层1611号,河南自贸试验区郑州片区（郑东）商务外环路1号民生银行大厦27层","/,,多功能报告厅多媒体教学终端建设项目（主要内容：LED显示屏、音响设备）,","2036600.00,1270000.00,898000.00,2302000.00",,郑州机电工程学校,荥阳市郑上路111号,禹先生,0371-64960019,河南德旭项目管理有限公司,荥阳市京城路与荥运路交叉口西南角润旭德工业园3号楼6层,王先生,15138903699
119,郾采公开采购-2022-3,2022年04月08日,http://hngp.gov.cn/henan/content?infoId=1102944&channelCode=H720202,1,1,,河南诚源智能科技有限公司,河南省漯河市召陵区黄河路中山路交叉口蓝爵世家6B号楼101室,教学桌面终端,2759621,,漯河市郾城区教师进修学校,漯河市郾城区洪学街9号,陈先生,0395-3326362,达信建设发展有限公司,漯河市汉江路与太白山路交汇处西北角MAX世界港1号楼12层1210,张先生,0395-3380577
120,2022-03-54,2022年04月07日,http://hngp.gov.cn/henan/content?infoId=1101348&channelCode=H780602,"1,2",2,,"驻马店鑫洲商贸有限公司,河南坦途科技有限公司","驻马店市十三香路与开源路交叉口东南角开源小区一号楼一单元二楼西户,郑州高新技术产业开发区数码港西悦城1号楼7楼823室","中招理化考试设备采购项目,中招体育考试设备采购项目","3816970.00,799000.00",,驻马店市第三中学,驻马店市交通路西段,崔先生,13839677556,中和中基工程管理有限公司,驻马店市天中山大道学府壹号,吴先生,17638302539
121,三财公开采购-2022-10,2022年04月01日,http://hngp.gov.cn/henan/content?infoId=1098549&channelCode=H730202,1,1,,河南仪迈科技有限公司,河南省郑州市惠济区南阳路 185 号裕华文汇 6 号楼 2 单元 601 号,三门峡职业技术学院智能制造学院机械工程虚拟仿真实训中心建设项目,2468000,,三门峡职业技术学院,三门峡市湖滨区崤山西路,曾老师,15238927023,河南飞洋建设工程咨询有限公司,三门峡市上阳路南段河堤北路四街坊-8号楼,齐倩,0398-3191903/18693866463
122,郑财招标采购-2021-419,2022年03月31日,http://hngp.gov.cn/henan/content?infoId=1096986&channelCode=H610102,1,1,,河南锐途教育科技有限公司,郑州市二七区杏园路西、杏梁路南7幢24层2402,郑州旅游职业学院旅游管理学院旅游规划综合实训室升级改造项目,1703750,,郑州旅游职业学院,郑州市郑东新区金龙路188号,藏老师,61130072,郑州市公共资源交易中心,郑州市中原西路郑发大厦7018室,陈老师,67110139
123,二七政采公开-2021-77,2022年03月24日,http://hngp.gov.cn/henan/content?infoId=1091718&channelCode=D250202,1,1,,杭州广嗨科技有限公司,浙江省杭州市滨江区长河街道江虹路735号3幢A楼九层902室,其他视频节目制作和播控设备1套,399450,,郑州市二七区长江路中学,郑州市二七区长江路与兴华南街交叉口西南角,许博,13938421846,郑州市二七区招标服务中心,郑州市二七区赣江路146号,闫老师,0371-68186236
124,豫财招标采购-2021-1453,2022年03月22日,http://hngp.gov.cn/henan/content?infoId=1089776&channelCode=H600102,1,1,,崛起建筑装饰集团有限公司,河南自贸试验区郑州片区（郑东）金水东路49号1号楼19层91号,河南农业大学龙子湖校区校史馆设计施工布展一体化项目,5257172.5,,河南农业大学,郑州市郑东新区龙子湖高校园区15号,张勇,0371-56552897,河南正大招标服务有限公司,郑州市金水区金水路226号楷林国际B座20楼2012号,王墨、吕傲杰,0371-55376870、0371-55376830
125,豫财招标采购-2022-77,2022年03月21日,http://hngp.gov.cn/henan/content?infoId=1088922&channelCode=H600102,1,1,,上海创幸文化创意展示有限公司,上海市闵行区虹梅南路777号59幢1702室,郑州信息科技职业学院河南开放大学校史馆建设项目,5998666.6,,郑州信息科技职业学院,郑州市金水区龙子湖北路36号,张老师,0371-58525612,河南安创工程招标管理有限公司,河南省国家大学科技园东区15号楼J座2楼,郭芬袁昭昭,0371-86235366邮箱：hnacgczb@163.com
126,新乡政采招标采购-2022-27,2022年03月11日,http://hngp.gov.cn/henan/content?infoId=1083124&channelCode=H680202,1,1,,河南莱恩电子科技有限公司,"河南省郑州市金水区文化路126号10号楼2,3层105室",详见附件,3196050,,新乡学院,新乡市金穗大道东段191号,张科,18303619890,河南星际项目管理有限公司,郑州市金水区中州大道1188号置地广场B座8楼,张婷婷,0371-65716639、13253652759
127,卧龙政采公开-2022-3,2022年03月10日,http://hngp.gov.cn/henan/content?infoId=1082090&channelCode=H740602,"1,2,3",3,,"河南宏昌科技有限公司,河南甲天交通科技有限公司,南阳百年金海安防科技有限公司","南阳市中关村创新创业园一期一号厂房,河南省南阳市宛城区经十路与纬八路交汇处中关村创新创业中心,南阳市高新路东路938号","南阳市第九完全学校校园监控系统采购、运输、安装、调试及其它伴随服务。,,","4655320.00,3787880.00,2100920.00",,南阳市第五完全学校,河南省南阳市卧龙区七里园乡大屯村南都路与杜诗路交叉口区域,刘闯,15713832583,河南合旺工程管理咨询有限公司,南阳市宛城区孔明路鑫泰嘉园7号楼2层,王冬冬,17637789567
128,2022-01-9,2022年03月02日,http://hngp.gov.cn/henan/content?infoId=1076675&channelCode=D990503,1,1,,上海景格科技股份有限公司,上海市嘉定区杭桂路1211弄64号4层,濮阳县职业技术学校“双高”建设项目B包,4068900,,濮阳县职业技术学校,河南省濮阳县挥公大道与大庆路交叉口向东500米路北,张振彪,13721739003,正赫建设管理集团有限公司,濮阳市中原路与濮上路交叉口荣域城市广场,李翠可,17739349795
129,豫财招标采购-2021-1522,2022年02月17日,http://hngp.gov.cn/henan/content?infoId=1071674&channelCode=H600102,1,1,,河南普实电子科技有限公司,河南省郑州市金水区东风路28号院世博中心9层909室,河南护理职业学院可视化教室教学质量评价平台项目,2936000,,河南护理职业学院,河南省安阳市文峰区中华路480号,魏老师,0372-5365709；18803721797,河南省公共资源交易中心,郑州市经二路12号,唐老师申老师,0371-65915561hnggzyzfcg1@126.com
130,三财公开采购-2021-98,2022年02月17日,http://hngp.gov.cn/henan/content?infoId=1068022&channelCode=H730202,1,1,,河南中昇泰科通信科技有限公司,郑州市金水区经五路23号院5号楼3单元48号,三门峡职业技术学院医护学院临床思维实训中心建设项目二次,1688700,,三门峡职业技术学院,三门峡市崤山西路42号,曾女士,15238927023,河南友拓工程管理有限公司,三门峡市河堤北路伟业大厦905室,郭先生,18603988358
131,,,http://hngp.gov.cn/henan/content?infoId=1068003&channelCode=H600104,,0,,,,,,,,,,,,,,
132,2022-01-38,2022年02月14日,http://hngp.gov.cn/henan/content?infoId=1066828&channelCode=D680503,1,1,,河南智真慧教育科技有限公司,洛阳市洛龙区开元大道303号洛阳浙大科技创意园8幢101二楼,洛宁县兴宁小学多媒体教学设备采购项目,1545000,,洛宁县兴宁小学,洛宁县兴宁西路12号,周老师,15516378790,河南鹏驰项目管理有限公司,洛阳市洛龙区洛宜路与经五路交叉口东宇大厦1018室,韩女士,19937932270
133,豫财招标采购-2021-1441,2023年01月11日,http://hngp.gov.cn/henan/content?infoId=1340985&channelCode=H600102,1,1,,河南索菲沃电子科技有限公司,漯河市源汇区人民路新天地步行街银基商贸城30幢8层826b号,智慧黑板,2128000,,许昌学院,许昌市八一路东段,杨老师,0374-2968716,诚辉工程管理有限公司,郑州高新区西三环路283号10幢9层44号,张女士,18539997392
134,商财采磋-2022-189,,http://hngp.gov.cn/henan/content?infoId=1339269&channelCode=H750605,,0,,,,,,,商丘市实验中学,商丘市梁园区凯旋中路96号,徐先生,13837017707,商丘市政府采购中心,商丘市南京路99号商丘市公共资源交易中心6楼,梁女士,0370-2853677
135,安财招标采购-2022-16,2023年01月05日,http://hngp.gov.cn/henan/content?infoId=1336973&channelCode=H660202,1,1,,郑州金之源电子科技有限公司,河南省郑州市金水区郑花路59号21世纪广场6号楼12层1207室,智慧黑板建设,3420300,,安阳市中等职业技术学校,安阳市高新技术产业开发区平原路461号,杨幸福,13569096588,中资国际工程咨询集团有限责任公司,海河大道与平原路交叉口向西100米路南安阳高新技术创业服务中心一楼,唐晓张莹莹,0372-216601115670017762
136,2022-126,2023年01月04日,http://hngp.gov.cn/henan/content?infoId=1336688&channelCode=H690202,1,1,,河南帆伟电子科技有限公司,郑州市中原区陇海西路375号院3号楼3单元5号,温县一中教室电子黑板设备采购项目,1265820,,温县第一高级中学,温县新洛路滨河公园北邻,乔先生,13782623801,河南惠德工程咨询有限公司,河南省郑州市金水区银河路北中方园路西轻科大厦A座19层,任女士,13603913510
137,新乡政采竞谈-2022-51,,http://hngp.gov.cn/henan/content?infoId=1335654&channelCode=H680202,1,1,,郑州启升电子有限公司,郑州市金水区卫生路6号院4号楼1单元9号,新乡职业技术学院电子信息专业综合项目实训室项目；详细内容见采购文件,1275000,,新乡职业技术学院,新乡市经济技术开发区经三路6号,王延涛,13803735521,福建恒信工程咨询有限公司,福州市鼓楼区乌山西路318号洪山科技园创业中心大厦第六层,薛勤,13017600240
138,滑财购招-2022-50,2023年01月03日,http://hngp.gov.cn/henan/content?infoId=1335286&channelCode=D830503,1,1,,河南剑鱼智能科技有限公司,河南省郑州市金水区经三路95号格林融熙国际7楼713号,新建植物保护仿真实训室,3518608,,滑县职业中等专业学校,滑县滑兴路与北环路交叉口南200米路东,姚先生,13939978906,中韵天隆工程集团有限公司,郑州市郑汴路与玉凤路交叉口向南500米升龙环球大厦C座26楼2608室,张冰倩,15518883272
